s_Id,filename,happen_Dt,happen_Place,kind_Cd,color_Cd,age,weight,notice_No,notice_Sdt,notice_Edt,popfile,process_State,sex_Cd,neuter_Yn,special_Mark,care_Nm,care_Tel,care_Addr,org_Nm,org_Nm_C,officetel
446,http://www.animal.go.kr/files/shelter/2024/04/202405160905889_s.jpg,20240509,함양읍,[개] 믹스견,흰색,2023(년생),10(Kg),경남-함양-2024-00058,20240516,20240527,http://www.animal.go.kr/files/shelter/2024/04/202405160905889.jpg,보호중,M,U,파출소에서 인수한 견으로 주인 있을 것으로 추정,함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ",경상남도,함양군,055-960-8140
447,http://www.animal.go.kr/files/shelter/2024/04/202405152205210_s.jpg,20240509,숭뢰리789 부근,[개] 믹스견,연갈,2024(60일미만)(년생),3.83(Kg),인천-강화-2024-00325,20240515,20240527,http://www.animal.go.kr/files/shelter/2024/04/202405152205210.jpg,보호중,M,N,생후3개월령 추정,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시,강화군,032-930-4533
448,http://www.animal.go.kr/files/shelter/2024/04/202405141805892[1]_s.jpg,20240509,신정2동 ,[개] 치와와,베이지,2019(년생),3.5(Kg),울산-남구-2024-00189,20240514,20240524,http://www.animal.go.kr/files/shelter/2024/04/202405141805892[1].jpg,보호중,M,N,"박스에 담겨 유기됨, 겁은 많지만 챙겨주는 사람을 좋아하고 잘 따름",울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,울산광역시,남구,052-226-5264
449,http://www.animal.go.kr/files/shelter/2024/04/202405130905234_s.jpg,20240509,염산면 봉남리 534,[개] 믹스견,갈색,2023(년생),5(Kg),전남-영광-2024-00058,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130905234.jpg,보호중,F,N,"마을 들개, 소심해요",영광동물보호센터,010-9188-5525,전라남도 영광군 불갑면 함영로 2755-48  ,전라남도,영광군,061-350-5699
450,http://www.animal.go.kr/files/shelter/2024/04/202405131505770[1]_s.jpg,20240509,득량면 송곡리 1056-1,[개] 믹스견,"검은색, 갈색",2023(년생),5.0(Kg),전남-보성-2024-00058,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131505770[1].jpg,보호중,F,N,온순함,보성유기동물보호센터,061-853-5405,전라남도 보성군 노동면 노동천동길 221  ,전라남도,보성군,061-853-5405
451,http://www.animal.go.kr/files/shelter/2024/04/202405131505916[1]_s.jpg,20240509,득량면 송곡리 1056-1,[개] 믹스견,흰색,2023(년생),5.2(Kg),전남-보성-2024-00057,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131505916[1].jpg,종료(자연사),M,N,온순함,보성유기동물보호센터,061-853-5405,전라남도 보성군 노동면 노동천동길 221  ,전라남도,보성군,061-853-5405
452,http://www.animal.go.kr/files/shelter/2024/04/202405131005480_s.jpg,20240509,횡성읍 읍하로59번길 7,[개] 믹스견,호피,2023(년생),7.5(Kg),강원-횡성-2024-00090,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131005480.jpg,보호중,M,U,순함,횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6  ,강원특별자치도,횡성군,033-340-2395
453,http://www.animal.go.kr/files/shelter/2024/04/202405091705338_s.jpg,20240509,마포구 서교동 대우미래사랑아파트 앞 ,[개] 치와와,갈색,2019(년생),3.58(Kg),서울-마포-2024-00084,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405091705338.jpg,종료(반환),M,N,"순함, 방울달린 목줄 하고있음, 마이크로칩 없음",웰케어 동물병원,02-337-7575,"서울특별시 마포구 월드컵북로 27 (서교동, 이화빌딩) 서교동447-2",서울특별시,마포구,02-3153-8542
454,http://www.animal.go.kr/files/shelter/2024/04/202405101405179[2]_s.jpg,20240509,북한산초등학교 탐방로 안쪽,[개] 믹스견,흰/갈,2020(년생),17(Kg),서울-은평-2024-00098,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101405179[2].jpg,보호중,M,N,오른각막충혈. 코검정. 경계/예민/입질. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시,은평구,02-351-6848
455,http://www.animal.go.kr/files/shelter/2024/04/202405101405477_s.jpg,20240509,북한산초등학교 인근 탐방로 ,[개] 믹스견,연갈/검,2019(년생),14(Kg),서울-은평-2024-00097,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101405477.jpg,보호중,F,U,귀끝/코/입주변 검정. 경계/예민/입질. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시,은평구,02-351-6848
456,http://www.animal.go.kr/files/shelter/2024/04/202405101405514[1]_s.jpg,20240509,북한산초등학교 인근 탐방로 ,[개] 믹스견,흰/연갈,2020(년생),17(Kg),서울-은평-2024-00096,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101405514[1].jpg,보호중,M,N,눈곱. 경계/예민/입질. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시,은평구,02-351-6848
457,http://www.animal.go.kr/files/shelter/2024/04/202405101405339_s.jpg,20240509,북한산초등학교 인근 탐방로 ,[개] 믹스견,갈,2019(년생),16(Kg),서울-은평-2024-00095,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101405339.jpg,보호중,M,N,경계/예민/입질. 오른쪽 눈위 상처. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시,은평구,02-351-6848
458,http://www.animal.go.kr/files/shelter/2024/04/202405101405592_s.jpg,20240509,대서문길 42-3 북한산초등학교 탐방로 안쪽,[개] 믹스견,흰,2021(년생),15(Kg),서울-은평-2024-00094,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101405592.jpg,보호중,M,N,코분홍. 경계/사나움/겁많음/입질/ 체중 성별 나이 추정불가. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시,은평구,02-351-6848
459,http://www.animal.go.kr/files/shelter/2024/04/202405101405650_s.jpg,20240509,대서문길 42-3 북한산초등학교 탐방로 안쪽,[개] 믹스견,흰/검,2021(년생),19(Kg),서울-은평-2024-00093,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101405650.jpg,보호중,M,N,코검정. 겁있음/입질/만지는건 안됨/성별 연령 체중 추정불가. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시,은평구,02-351-6848
460,http://www.animal.go.kr/files/shelter/2024/04/20240510090556_s.jpg,20240509,서귀포시 성산읍 삼달신풍로126-5 고흐의정원 주차장,[개] 믹스견,갈색,2022(년생),16(Kg),제주-제주-2024-01373,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/20240510090556.jpg,보호중,F,U,개체관리번호 1299 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
461,http://www.animal.go.kr/files/shelter/2024/04/202405100905552_s.jpg,20240509,서귀포시 서호동 1258-1,[개] 믹스견,갈색,2023(년생),24(Kg),제주-제주-2024-01372,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905552.jpg,보호중,M,N,개체관리번호 1298 - 빨간목줄/좌안면 외상,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
462,http://www.animal.go.kr/files/shelter/2024/04/20240510090524_s.jpg,20240509,제주시 한경면 낙천리 820-1 경산교회,[개] 시베리안 허스키,흰갈,2022(년생),23(Kg),제주-제주-2024-01371,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/20240510090524.jpg,보호중,F,U,개체관리번호 1297 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
463,http://www.animal.go.kr/files/shelter/2024/04/202405100905300_s.jpg,20240509,제주시 오등동 아란서길137-30 인근 도로,[개] 믹스견,흰색,2024(60일미만)(년생),2.6(Kg),제주-제주-2024-01370,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905300.jpg,보호중,F,N,개체관리번호 1296 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
464,http://www.animal.go.kr/files/shelter/2024/04/202405100905428_s.jpg,20240509,제주시 오등동 아란서길137-30 인근 도로,[개] 믹스견,흰색,2024(60일미만)(년생),2.9(Kg),제주-제주-2024-01369,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905428.jpg,보호중,M,N,개체관리번호 1295 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
465,http://www.animal.go.kr/files/shelter/2024/04/202405100905535_s.jpg,20240509,제주시 오등동 아란서길137-30 인근 도로,[개] 믹스견,흰색,2024(60일미만)(년생),2.5(Kg),제주-제주-2024-01368,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905535.jpg,보호중,F,N,개체관리번호 1294 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
466,http://www.animal.go.kr/files/shelter/2024/04/202405100905764_s.jpg,20240509,제주시 오등동 아란서길137-30 인근 도로,[개] 믹스견,갈색,2024(60일미만)(년생),2(Kg),제주-제주-2024-01367,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905764.jpg,보호중,F,N,개체관리번호 1293 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
467,http://www.animal.go.kr/files/shelter/2024/04/202405100905135_s.jpg,20240509,제주시 오등동 아란서길137-30 인근 도로,[개] 믹스견,갈색,2024(60일미만)(년생),2.9(Kg),제주-제주-2024-01366,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905135.jpg,보호중,M,N,개체관리번호 1292 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주시,064-710-4065
468,http://www.animal.go.kr/files/shelter/2024/04/202405100905775_s.jpg,20240509,김해시 한림119 안전센타,[개] 믹스견,갈검색,2020(년생),8(Kg),경남-김해-2024-00400,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905775.png,보호중,M,U,김해시-389,유기동물및관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,경상남도,김해시,055-350-4134
469,http://www.animal.go.kr/files/shelter/2024/04/202405100905842_s.jpg,20240509,김해시 북부 119 안전센타,[개] 시바,"갈색,흰색",2017(년생),15(Kg),경남-김해-2024-00398,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405100905842.png,종료(반환),M,U,"김해시-387, 칩 없음",유기동물및관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,경상남도,김해시,055-350-4134
470,http://www.animal.go.kr/files/shelter/2024/04/202405101105394_s.jpg,20240509,황보1길60번지,[개] 믹스견,회색,2022(년생),2(Kg),경북-울진-2024-00032,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101105394.jpg,보호중,F,N,온순하고 친화적,울진군동물보호센터,054-789-6795,경상북도 울진군 울진읍 대흥신림로 916-37  ,경상북도,울진군,054-789-6795
471,http://www.animal.go.kr/files/shelter/2024/04/202405101105139_s[1].jpg,20240509,신녕면 신화로 3-4,[개] 믹스견,갈색,2024(년생),3.5(Kg),경북-영천-2024-00158,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101105139.jpg,보호중,F,N,소심하지만 순함. 3개월령강아지.,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",경상북도,영천시,054-339-7177
472,http://www.animal.go.kr/files/shelter/2024/04/202405101105830_s.jpg,20240509,거양길 242 한국관광,[개] 프렌치 불독,흰.검,2022(년생),14.5(Kg),경북-구미-2024-00149,20240510,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405101105830.jpg,종료(반환),M,Y,온순함,구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206  ,경상북도,구미시,054-480-5843
473,http://www.animal.go.kr/files/shelter/2024/04/202405101105754_s.jpg,20240509,거양길 242 한국관광,[개] 프렌치 불독,흰.검,2022(년생),14(Kg),경북-구미-2024-00148,20240510,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405101105754.jpg,종료(반환),M,Y,온순함,구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206  ,경상북도,구미시,054-480-5843
474,http://www.animal.go.kr/files/shelter/2024/04/202405091705446_s.jpg,20240509,해남읍 평동리,[개] 믹스견,흰색,2016(년생),20(Kg),전남-해남-2024-00105,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405091705446.jpg,보호중,M,U,사람을 경계함. 얼굴 상처.,해남유기동물보호센터,061-531-3916,전라남도 해남군 해남읍 용머리길 14-37  ,전라남도,해남군,061-531-3916
475,http://www.animal.go.kr/files/shelter/2024/04/202405091705712_s.jpg,20240509,해남읍 구교리,[개] 믹스견,갈색,2024(년생),5(Kg),전남-해남-2024-00104,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405091705712.jpg,보호중,F,U,사람을 잘따름.,해남유기동물보호센터,061-531-3916,전라남도 해남군 해남읍 용머리길 14-37  ,전라남도,해남군,061-531-3916
476,http://www.animal.go.kr/files/shelter/2024/04/202405091705223_s.jpg,20240509,해남읍 구교리,[개] 믹스견,흰색,2023(년생),3(Kg),전남-해남-2024-00103,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405091705223.jpg,보호중,M,U,사람을 잘따름.,해남유기동물보호센터,061-531-3916,전라남도 해남군 해남읍 용머리길 14-37  ,전라남도,해남군,061-531-3916
477,http://www.animal.go.kr/files/shelter/2024/04/202405101605686_s.jpg,20240509,장흥읍 동부로 ,[개] 보스턴 테리어,"흰색,검정",2015(년생),7(Kg),전남-장흥-2024-00048,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101605686.jpg,보호중,F,N,활발한성격임,장흥군 동물보호센터,061-860-6713,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도,장흥군,061-860-6713
478,http://www.animal.go.kr/files/shelter/2024/04/202405101405660_s.jpg,20240509,금성면 원천리 529,[개] 믹스견,갈색,2023(년생),6.9(Kg),전남-담양-2024-00116,20240510,20240524,http://www.animal.go.kr/files/shelter/2024/04/202405101405660.jpg,보호중,F,N,"온순함, 파보음성, 구충제복용, 진드기구제제도포, 사상충예방약, 종합+코로나백신(1차)",담양군 동물보호센터,010-3604-1338,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도,담양군,061-380-2737
479,http://www.animal.go.kr/files/shelter/2024/04/202405101405933_s.jpg,20240509,담양읍 학동길 20,[개] 믹스견,갈/검정색,2024(년생),2.4(Kg),전남-담양-2024-00114,20240510,20240524,http://www.animal.go.kr/files/shelter/2024/04/202405101405933.jpg,보호중,F,N,온순하고 잘 따름,담양군 동물보호센터,010-3604-1338,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도,담양군,061-380-2737
480,http://www.animal.go.kr/files/shelter/2024/04/202405101405269_s.jpg,20240509,월산면 월신평길 79-14,[개] 믹스견,갈/흰색,2021(년생),5.3(Kg),전남-담양-2024-00113,20240510,20240524,http://www.animal.go.kr/files/shelter/2024/04/202405101405269.jpg,보호중,F,N,"사상충양성, 구충제복용, 수유중",담양군 동물보호센터,010-3604-1338,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도,담양군,061-380-2737
481,http://www.animal.go.kr/files/shelter/2024/04/202405101605731[1]_s.jpg,20240509,나주시 남평읍 광이리 하우스,[개] 믹스견,갈색,2020(년생),11(Kg),전남-나주-2024-00581,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101605731[1].jpg,보호중,M,N,하우스주변 매일출몰 포획구조,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도,나주시,061-339-7692
482,http://www.animal.go.kr/files/shelter/2024/04/202405092105165_s.jpg,20240509,익산시낭산면채석장주변에서,[개] 진도견,흰색,2024(년생),1.5(Kg),전북-익산-2024-00601,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405092105165.jpg,보호중,F,N,생후40일정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
483,http://www.animal.go.kr/files/shelter/2024/04/20240509210581_s.jpg,20240509,익산시낭산면채석장주변에서,[개] 진도견,흰색,2024(년생),1.5(Kg),전북-익산-2024-00600,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/20240509210581.jpg,보호중,F,N,생후40일정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
484,http://www.animal.go.kr/files/shelter/2024/04/202405092105562_s.jpg,20240509,익산시낭산면채석장주변에서,[개] 진도견,흰색,2024(년생),1.5(Kg),전북-익산-2024-00599,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405092105562.jpg,보호중,F,N,생후40일정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
485,http://www.animal.go.kr/files/shelter/2024/04/202405092105711_s.jpg,20240509,익산시낭산면채석장주변에서,[개] 진도견,흰색,2024(년생),1.5(Kg),전북-익산-2024-00598,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405092105711.jpg,보호중,F,N,생후40일정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
486,http://www.animal.go.kr/files/shelter/2024/04/202405092105753_s.jpg,20240509,익산시낭산면채석장주변에서,[개] 진도견,흰색,2024(년생),1.5(Kg),전북-익산-2024-00597,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405092105753.jpg,보호중,M,N,생후40일정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
487,http://www.animal.go.kr/files/shelter/2024/04/202405092105930_s.jpg,20240509,익산시함라면함열리191,[개] 믹스견,흰색,2024(년생),5(Kg),전북-익산-2024-00594,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405092105930.jpg,보호중,F,N,생후4개월정도 사나운편임,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
488,http://www.animal.go.kr/files/shelter/2024/04/202405092105306_s.jpg,20240509,익산시함라면함열리191,[개] 믹스견,갈색,2024(년생),5(Kg),전북-익산-2024-00593,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405092105306.jpg,보호중,F,N,생후4개월정도 사나운편임,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
489,http://www.animal.go.kr/files/shelter/2024/04/202405101205828_s.jpg,20240509,수림로 62-16,[개] 믹스견,흰색/검은색,2023(년생),8(Kg),전북-군산-2024-00447,20240510,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101205828.jpg,보호중,M,N,경계심 있음,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20  ,전북특별자치도,군산시,063-454-3115
490,http://www.animal.go.kr/files/shelter/2024/04/202405101205927[1]_s.jpg,20240509,수림로 62-16,[개] 믹스견,흰색,2024(60일미만)(년생),1.3(Kg),전북-군산-2024-00446,20240510,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101205927[1].jpg,보호중,M,N,2개월추정,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20  ,전북특별자치도,군산시,063-454-3115
491,http://www.animal.go.kr/files/shelter/2024/04/202405101205433_s.jpg,20240509,수림로 62-16,[개] 믹스견,흰색,2024(60일미만)(년생),1.2(Kg),전북-군산-2024-00445,20240510,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405101205433.jpg,보호중,M,N,2개월추정개/꼬리없음 기형으로 추정,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20  ,전북특별자치도,군산시,063-454-3115
492,http://www.animal.go.kr/files/shelter/2024/04/202405091705164_s.jpg,20240509,하나운로 37,[개] 말티즈,흰색,2018(년생),3(Kg),전북-군산-2024-00444,20240510,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405091705164.jpg,보호중,M,Y,순하고 겁이 많음 / 관리 잘 되어있음/,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20  ,전북특별자치도,군산시,063-454-3115
493,http://www.animal.go.kr/files/shelter/2024/04/202405101405717_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,검정,2021(년생),10(Kg),충북-괴산-2024-00133,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405717.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
494,http://www.animal.go.kr/files/shelter/2024/04/202405101405983_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,검정,2021(년생),11(Kg),충북-괴산-2024-00132,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405983.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
495,http://www.animal.go.kr/files/shelter/2024/04/202405101405558[1]_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,검정,2023(년생),8(Kg),충북-괴산-2024-00131,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405558[1].jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
496,http://www.animal.go.kr/files/shelter/2024/04/202405101405302_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,흰색,2022(년생),23(Kg),충북-괴산-2024-00130,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405302.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
497,http://www.animal.go.kr/files/shelter/2024/04/202405101405868_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,검회색,2023(년생),23(Kg),충북-괴산-2024-00129,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405868.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
498,http://www.animal.go.kr/files/shelter/2024/04/202405101405778_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,흰색,2023(년생),10(Kg),충북-괴산-2024-00128,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405778.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
499,http://www.animal.go.kr/files/shelter/2024/04/202405101405638_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,연갈색,2023(년생),8(Kg),충북-괴산-2024-00127,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405638.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
500,http://www.animal.go.kr/files/shelter/2024/04/202405101405429_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,흰색,2023(년생),10(Kg),충북-괴산-2024-00126,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405429.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
501,http://www.animal.go.kr/files/shelter/2024/04/202405101405790_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,흰색,2024(60일미만)(년생),13(Kg),충북-괴산-2024-00125,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405790.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
502,http://www.animal.go.kr/files/shelter/2024/04/202405101405848_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,흰색,2024(60일미만)(년생),13(Kg),충북-괴산-2024-00124,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405848.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
503,http://www.animal.go.kr/files/shelter/2024/04/202405101405286_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 라브라도 리트리버,검회색,2022(년생),30(Kg),충북-괴산-2024-00143,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405286.jpg,보호중,M,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
504,http://www.animal.go.kr/files/shelter/2024/04/202405101405193_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,검회색,2020(년생),25(Kg),충북-괴산-2024-00142,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405193.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
505,http://www.animal.go.kr/files/shelter/2024/04/20240510140585_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,검흰색,2023(년생),7(Kg),충북-괴산-2024-00141,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/20240510140585.jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
506,http://www.animal.go.kr/files/shelter/2024/04/202405101405874[1]_s.jpg,20240509,청안면 청안읍내로1길 100-22,[개] 믹스견,갈색,2023(년생),16(Kg),충북-괴산-2024-00140,20240510,20240520,http://www.animal.go.kr/files/shelter/2024/04/202405101405874[1].jpg,보호중,F,U,온순하다,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면) ,충청북도,괴산군,043-830-3235
